id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count
13567,,OCEANIC STEAMSHIP COMPANY,LUNCHEON - SECOND CABIN,COMMERCIAL,SS SONOMA,CARD; ILLUS; COL; 5.5X7;,,SS COMPANY FLAG AT TOP;,1901-1393,,,1901-05-22,Oceanic Steamship Company,,,,complete,2,32
13568,,OCEANIC STEAMSHIP COMPANY,DINNER - SECOND CABIN,COMMERCIAL,SS SONOMA,CARD; ILLUS; COL; 5.5X6.75;,,SS COMPANY FLAG AT TOP;,1901-1394,,,1901-05-22,Oceanic Steamship Company,,,,complete,2,25
13569,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS. KINSHIN MARU,BROADSHEET;5.5X7.75;,DAILY MENU;,HANDWRITTEN;BORDER;,1900-4923,,,1900-11-25,Nippon Yusen Kaisha,,,,complete,2,15
13570,,NIPPON YUSEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD SS. KINSHIN MARU,BROADSHEET; COL; ILLUS; 10.25 X 9.5;,DAILY MENU;,HANDWRITTEN; COLOR ILLUSTRAION OF WOMAN ON SHORE WITH BOAT;  MAP OF STEAMSHIP ROUTES ON BACK;,1900-4924,,,1900-11-25,Nippon Yusen Kaisha,,,,complete,2,17
13605,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,VENTURA - SECOND CABIN,FOLDER; ILLUS; COL; 5X7.5;,,"ITEMS HANDWRITTEN IN LAVENDAR INK ON PRINTED FORM; STEAMSHIP ON COVER, GOLDEN GATE ON BACK COVER;",1901-1422,,,1901-05-24,Oceanic Steamship Company,,,,complete,4,27
13612,,NIPPON YUSEN KAISHA,MENU,COMMERCIAL,SS: KAMAKURA MARU,BROADSHEET; ILLUS; COL; 10.75X9;,,"HANDWRITTEN; FLORAL DECORATIONS ON FRONT, STEAMER ROUTE ON BACK;",1900-4029,,,1900-08-11,Nippon Yusen Kaisha,,,,complete,2,17
13645,,PACIFIC MAIL STEAMSHIP COMPANY,DINNER,COMMERCIAL,SS CITY OF RIO DE JANEIRO,FOLDER;ILL;COL;5.5X8.75;,DAILY;,HANDWRITTEN AND MECHANICALLY  REPRODUCED;2 COPIES,1900-3433,,,1900-05-26,Pacific Mail Steamship Company,,,,complete,4,27
13646,,PACIFIC MAIL STEAMSHIP COMPANY,BREAKFAST,COMMERCIAL,SS CITY OF RIO DE JANEIRO,BROADSHEET;5.75X8.75;,DAILY;,HANDWRITTEN AND MECHANICALLY  REPRODUCED;2 COPIES,1900-3434,,,1900-05-26,Pacific Mail Steamship Company,,,,complete,2,17
13664,,NIPPON YUSEN KAISHA,BREALFAST,COMMERCIAL,EN ROUTE ABOARD SS.K0BE MARU,BROADSHEET; 5.5X7.75;,DAILY MENU;,HANDWRITTEN; GREEN BORDER;,1900-4605,,,1900-10-07,Nippon Yusen Kaisha,,,,complete,2,23
13671,,NIPPON YUSEN KAISHA,MENU,COMMERCIAL,SS: CASUGA,BROADSHEET; ILLUS; COL; 10.75X9;,,"HANDWRITTEN; FLORAL DECORATIONS AND SEA SCENE ON FRONT, STEAMER ROUTE ON BACK;",1900-4030,,,1900-08-11,Nippon Yusen Kaisha,,,,complete,2,16
13672,,NIPPON YUSEN KAISHA,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD SS. KASUFA,BROADSIDE; 5.25 X 7.75;,,HANDWRITTEN; GREEN ORNAMENTAL BORDER;,1900-4032,,,1900-08-11,Nippon Yusen Kaisha,,,,complete,2,17
13673,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS. KASUFA,BROADSIDE; 5.25 X 7.75;,,HANDWRITTEN; GREEN ORNAMENTAL BORDER;,1900-4033,,,1900-08-11,Nippon Yusen Kaisha,,,,complete,2,17
13674,,NIPPON YUSEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD KAMAKURA MARU,"BROADSHEET, ILLUS; COL; 10 X 9.25;",,HANDWRITTEN; PAINTING OF GEISHA (?); MAP ON BACK SHOWING ROUTES OF NIPPON YUSEN KAISHA;,1900-4036,,,1900-08-12,Nippon Yusen Kaisha,,,,complete,2,17
13705,,PACIFIC MAIL STEAMSHIP COMPANY,DINNER,COMMERCIAL,STEAMSHIP CITY OF PARA,FOLDER; ILLUS; 6X9;,,DECORATIVE BORDER;,1900-3472,,,1900-05-28,Pacific Mail Steamship Company,,Dollars,$,complete,4,19
13706,,PACIFIC MAIL STEAMSHIP COMPANY,BREAKFAST,COMMERCIAL,STEAMSHIP CITY OF RIO DE JANEIRO,BROADSIDE; ILLUS; 5.75X8.5;,,DECORATIVE BORDER; HANDWRITTEN IN LAVENDAR INK & THEN DUPLICATED;,1900-3473,,,1900-05-28,Pacific Mail Steamship Company,,,,complete,2,18
13821,,OCEANIC STEAMSHIP COMPANY,LUNCHEON,COM,EN ROUTE - SONOMA,BROADSIDE; EMBLEM; COL; 5.5.X 7;,,,1901-1235,,,1901-05-11,Oceanic Steamship Company,,,,complete,2,36
13822,,OCEANIC STEAMSHIP COMPANY,DINNER,COM,EN ROUTE - SONOMA SECOND CABIN,BROADSIDE; EMBLEM; COL; 5.5 X 7;,,,1901-1236,,,1901-05-11,Oceanic Steamship Company,,,,complete,2,27
13824,,OCEANIC STEAMSHIP COMPANY,DINNER,COM,EN ROUTE,BROADSIDE; EMBLEM; COL; 5.5 X 8.5;,,,1901-1238,,,1901-05-11,Oceanic Steamship Company,,,,complete,2,36
13855,,OCEANIC STEAMSHIP CO.,LUNCHEON - SECOND CABIN,COMMERCIAL,EN ROUTE ABOARD VENTURA,CARD; 5.5 X 7;,,LOGO; HANDWRITTEN;,1901-1456,,,1901-05-27,Oceanic Steamship Co.,,,,complete,2,25
13856,,OCEANIC STEAMSHIP CO.,BREAKFAST - SECOND CABIN,COMMERCIAL,EN ROUTE ABOARD VENTURA,CARD; 5.5 X 7;,,LOGO; HANDWRITTEN;,1901-1457,,,1901-05-27,Oceanic Steamship Co.,,,,complete,2,20
13857,,OCEANIC STEAMSHIP CO.,DINNER - SECOND CABIN,COMMERCIAL,EN ROUTE ABOARD VENTURA,FOLDER; 5 X 7.25; ILLUS; COL;,,SAILING SHIP AND FOOD ILLUSTRATION; PALE GEEN BACKGROUND;HANDWRITTEN; GOLDEN GATE ON BACK COVER;,1901-1459,,,1901-05-27,Oceanic Steamship Co.,,,,complete,4,23
13863,,NIPPON YUSEN KAISHA,BREAKFAST,COMMERCIAL,SS: KAMAKURA MARU,BROADSHEET;ILLUS;COL;5.5X8;,DAILY;,HANDWRITTEN;FLAG;,1900-4062,,,1900-08-16,Nippon Yusen Kaisha,,,,complete,2,14
13864,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,SS: KAMAKURA MARU,BROADSHEET;ILLUS;COL;5.5X8;,DAILY;,HANDWRITTEN;FLAG;,1900-4063,,,1900-08-16,Nippon Yusen Kaisha,,,,complete,2,22
13873,,OCEANIC STEAMSHIP COMPANY,BREAKFAST,COMMERCIAL,"2ND CABIN, SS SIERRA",CARD; ILLUS; COL; 5.5X6.75;,,MENU HANDWRITTEN IN LAVENARD INK; STEAMSHIP COMPANY LOGO AT TOP OF MENU;,1901-1660,,,1901-06-15,Oceanic Steamship Company,,,,complete,2,13
13923,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,ABOARD SS KASUGA,BROADSIDE; 5.5X7.75;,,HAND WRITTEN;,1900-4089,,,1900-08-19,Nippon Yusen Kaisha,,,,complete,2,15
13928,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,ABOARD SS KAMAKURA MARU,BROADSIDE; 5.5X7.75;,,HAND WRITTEN;,1900-4106,,,1900-08-20,Nippon Yusen Kaisha,,,,complete,2,19
13946,,NIPPON PUSEN KAISHA,TIFFIN,COMMERCIAL,S.S. KOBE WARU,BROADSIDE; ILLUS; 5.5X7.5;,,HANDWRITTEN; DECORATIVE RED BORDER;,1900-4460,,,1900-09-24,Nippon Yusen Kaisha,,,,complete,2,19
13947,,NIPPON YUSEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD S.S. KOBE WARU,BROADSHEET; COL; ILLUS; 10.25 X 9.5;,DAILY MENU;,HANDWRITTEN; COLOR ILLUSTRATION OF MAN HOLDING ALOFT A DRUM & A SECOND MAN CARRYING AN OPEN BAG; STEAMSHIP ROUTES ON BACK OF MENU;,1900-4461,,,1900-09-24,Nippon Yusen Kaisha,,,,complete,2,17
13950,,NIPPON YUSEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD SS.KOHE MARU,BROADSHEET; COL; ILLUS; 10.25 X 9.5;,DAILY MENU;,HANDWRITTEN; COLOR ILLUSTRAION OF CHILDREN CARRYING LANTERNS AND LARGE DRUM;  MAP OF STEAMSHIP ROUTES ON BACK;,1900-4694,,,1900-10-14,Nippon Yusen Kaisha,,,,complete,2,19
13959,,NIPPON YUSEN KAISHA,DINNER,COMMERCIAL,ABOARD SS KASUGA,BROADSHEET; ILLUS; COL; 10.5X9.5;,,"HAND WRITTEN; ILLUS, YOUTHS IN JAPANESE COSTUME, CARRYING FLOAT;  REVERSE SIDE, MAP OF INDIAN OCEAN SHOWING THE STEAMER TRACKS OF THE NIPPON YUSEN KAISHA;",1900-4289,,,1900-09-05,Nippon Yusen Kaisha,,,,complete,2,16
13977,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS KASUGA MARU,BROADSIDE; 5.5 X 7.75;,,HANDWRITTEN; GREEN BORDER;,1900-4475,,,1900-09-25,Nippon Yusen Kaisha,,,,complete,2,18
13984,,OCEANIC STEAMSHIP CO.,"DINNER,SECOND CABIN",COMMERCIAL,EN ROUTE ABOARD VENTURA,CARD; 5.5 X 7;,,LOGO;,1901-1473,,,1901-05-28,Oceanic Steamship Co.,,,,complete,2,23
13985,,OCEANIC STEAMSHIP CO.,BREAKFAST-SECOND CABIN,COMMERCIAL,EN ROUTE ABOARD VENTURA,CARD; 5.5 X 7;,,LOGO;,1901-1474,,,1901-05-28,Oceanic Steamship Co.,,,,complete,2,22
14067,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,EN ROUTE ABOARD FURST BISMARCK,CARD; ILLUS; COL; 5 X 8;,,MENU IN GERMAN AND ENGLISH; WOMAN IN CLASSICAL DRESS WITH HAMBURG-AMERIKA LOG0 AND STEAMER;,1901-1834,,,1901-07-04,Hamburg Amerika Linie,,,,complete,2,30
14108,,RED STAR LINE,DINNER,COM,EN ROUTE S.S.VADERLAND,BROADSIDE; ILLUS; COL; 5 X 8;,,,1901-2697,,,1901-11-22,Red Star Line,,,,complete,2,22
14147,,OCEANIC STEAMSHIP COMPANY,DINNER - SECOND CABIN,COMMERCIAL,SS SONOMA,CARD; ILLUS; COL; 5.5X6.75;,,STEAMSHIP COMPANY LOGO AT TOP OF MENU; HANDWRITTEN;,1901-1713,,,1901-06-21,Oceanic Steamship Company,,,,complete,2,24
14153,,OCEANIC STEAMSHIP COMPANY,BREAKFAST - SECOND CABIN,COMMERCIAL,SS SONOMA,CARD; ILLUS; COL; 5.5X6.75;,,STEAMSHIP COMPANY LOGO AT TOP OF MENU;,1901-1727,,,1901-06-22,Oceanic Steamship Company,,,,complete,2,26
14154,,OCEANIC STEAMSHIP COMPANY,LUNCHEON - SECOND CABIN,COMMERCIAL,SS SONOMA,CARD; ILLUS; COL; 5.5X6.75;,,STEAMSHIP COMPANY LOGO AT TOP OF MENU;,1901-1728,,,1901-06-22,Oceanic Steamship Company,,,,complete,2,28
14201,,HAMBURG-AMERIKA LINIE,SUPPER,COMMERCIAL,SS FURST BISMARCK,CARD; ILLUS; COL; 5X8;,DAILY;,SHIP AT SEA;WOMAN HOLDING SHIELD AMONG FOOD AND IMPLEMENTS;CITYSCAPE IN BACKGROUND;MENU IN GERMAN;,1901-1878,,,1901-07-06,Hamburg Amerika Linie,,,,complete,2,7
14249,,OCEANIC STEAMSHIP COMPANY,LUNCHEON,COMMERCIAL,S.S. ZEALANDIA,CARD; ILLUS; COL; 5.5X7;,DAILY;,FLAG;,1901-2187,,,1901-08-22,Oceanic Steamship Company,,,,complete,2,31
14258,,NIPPON YUSEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD SONOMA,FOLDER; COL; ILLUS; 5.25 X 7.5;,,HANDWRITTEN; ILLUSTRATION OF SAMURAI; OUTSIDE COVER CONSISTS OF A MAP SHOWING ROUTES OF LINE;,1901-2006,,,1901-07-22,Nippon Yusen Kaisha,,,,complete,4,17
14318,,HAMBURG-AMERIKA LINIE,"DAILY MENU, LUNCHEON",COMMERCIAL,EN ROUTE MAIL STEAMER PATRICIA,FOLDER; ILLUS; COL; 4.75X7;,,MENU IN GERMAN AND IN ENGLISH; COVER ILLUSTRATED WITH DRAWING OF STEAMSHIP; MUSIC PROGRAM ON BACK;,1905-1034,,,1905-12-27,Hamburg Amerika Linie,,,,complete,4,30
14345,,HAMBURG-AMERIKA LINIE,FRUHSTUCK-BREAKFAST,COMMERCIAL,SCHNELLDAMPFER FURST BISMARCK,FOLDER; COL; 4.25X6.25;,,GERMAN & ENGLISH;,1901-2045,,,1901-07-26,Hamburg Amerika Linie,,,,complete,4,68
14346,,HAMBURG-AMERIKA LINIE,FRUHSTUCK/LUNCH,COMMERCIAL,SCHNELLDAMPFER FURST BISMARCK,CARD; ILLUS; COL; 5X8.25;,,"GERMAN & ENGLISH; STEAMSHIP, GODDESS, FOODS ILLUSTRATED;",1901-2046,,,1901-07-26,Hamburg Amerika Linie,,,,complete,2,32
14347,,HAMBURG-AMERIKA LINIE,ERBSENSUPPE,COMMERCIAL,SCHNELLDAMPFER FURST BISMARCK,CARD; ILLUS; COL; 5X8.25;,,"GERMAH; STEAMSHIP, GODDESS, FOODS ILLUSTRATED;",1901-2047,,,1901-07-26,Hamburg Amerika Linie,,,,complete,2,10
14350,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,S.S. ZEALANDIA,FOLDER; ILLUS; COL; 5X7.5;,,"MENU HANDWRITTEN IN VIOLET INK & DUPLICATED; SAILSHIP ON COVER, SURROUNDED BY FLOWERS, FRUITS & WINES, HARBOR SCENE; GOLDEN GATE ILLUSTRATED ON BACK COVER;",1901-2059,,,1901-07-26,Oceanic Steamship Company,,,,complete,4,34
14372,,RED STAR LINE,DINNER,COMMERCIAL,EN ROUTE ABOARD S.S.ZEELAND,CARD; ILLUS; COL; 5 X 7.75;,,ILLUSTRATION OF SHIP AND ART DECO FLOWERS;,1901-2603,,,1901-10-31,Red Star Line,,,,complete,2,24
14373,,RED STAR LINE,LUNCH,COMMERCIAL,EN ROUTE ABOARD S.S.ZEELAND,CARD; ILLUS; COL; 5.5 X 7.75;,,ILLUSTRATION OF SHIP AND DUTCH MEN AND WOMEN; IMPRINTED FOR USE AS A POST CARD;,1901-2604,,,1901-10-31,Red Star Line,,,,complete,2,23
14374,,RED STAR LINE,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD S.S.ZEELAND,CARD; ILLUS; COL; 5.5 X 7.75;,,ILLUSTRATION IN RED OF SHIP; IMPRINTED FOR USE AS A POST CARD;,1901-2605,,,1901-10-31,Red Star Line,,,,complete,2,21
14378,,RED STAR LINE,DINNER,COM,EN ROUTE S.S. ZEELAND,BROADSIDE; ILLUS; COL; 5 X 8;,,,1901-2611,,,1901-11-01,Red Star Line,,,,complete,2,22
14404,,CUNARD LINE,"DAILY MENU, LUNCHEON",COMMERCIAL,EN ROUTE ABOARD R.M.S. ETRURIA,FOLDER; ILLUS; COL; 5X7.25;,,PRINTED ON BEIGE STOCK WITH ILLUSTRATION OF SHIP;,1907-1007,,,1907-11-26,Cunard Line,,,,complete,4,28
14481,,CUNARD LINE,DINNER,COMMERCIAL,RMS CAMPANIA,CARD;ILL;COL;4.25X6.5;,DAILY;,RED FLAG WITH LION ON UPPER LEFT;PRICED WINE LIST ON BACK OF CARD,1900-2119,,,1900-02-25,Cunard Line,,Dollars,$,complete,2,116
14482,,RED STAR LINE,BREAKFAST,COMMERCIAL,SS WESTERNLAND,CARD;ILL;COL;5X8;,DAILY;,MENU WRITTEN BY HAND AND MECHANICALLY REPRODUCED;BEACH SCENE WITH MEN AND BOATS PICTURED;,1900-2122,,,1900-02-25,Red Star Line,,,,complete,2,16
14483,,RED STAR LINE,LUNCH,COMMERCIAL,SS WESTERNLAND,CARD;ILL;COL;5X8;,DAILY;,"MENU WRITTEN BY HAND AND MECHANICALLY REPRODUCED;RED STAR LINE LETTERS MADE OF COOKING UTENSILS;ANGEL WEARING HAT AND APRON STIRRING POT;GARLAND OF UTENSILS,FOOD AND OTHER OBJECTS ON RIGHT SIDE",1900-2123,,,1900-02-25,Red Star Line,,,,complete,2,23
14484,,RED STAR LINE,DINNER,COMMERCIAL,SS WESTERNLAND,CARD;ILL;COL;5X8;,DAILY;,MENU WRITTEN BY HAND AND MECHANICALLY REPRODUCED;WINE LIST ON BACK;SHIPS AT SEA WITH BIRDS PICTURED;,1900-2124,,,1900-02-25,Red Star Line,,,,complete,2,56
14485,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS AUGUSTE VICTORIA,CARD;ILL;COL;5X8;,DAILY;,BUXOM SEATED WOMAN HOLDING SHIELD SURROUNDED WITH FOOD AND DINING OBJECTS IN FRONT OF A CITY SCENE;SHIP AT SEA IN FRAME;TWO COPIES,1900-2125,,,1900-02-25,Hamburg Amerika Linie,,,,complete,2,20
14489,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS AUGUSTE VICTORIA,CARD;ILL;COL;5X8;,DAILY;,BUXOM SEATED WOMAN HOLDING SHIELD SURROUNDED WITH FOOD AND DINING OBJECTS IN FRONT OF A CITY SCENE;SHIP AT SEA IN FRAME;TWO COPIES,1900-2127,,,1900-02-24,Hamburg Amerika Linie,,,,complete,2,18
14502,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,ON BOARD SONOMA,CARD; ILLUS; COL; 5.5X8;5;,,COMPANY SEAL AT TOP;,1901-2067,,,1901-07-29,Oceanic Steamship Company,,,,complete,2,31
14504,,OCEANIC STEAMSHIP CO.,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD S.S. ZEALANDIA,CARD; 5.25 X 7;,,"HANDWRITTEN, LOGO;",1901-2018,,,1901-07-24,Oceanic Steamship Co.,,,,complete,2,31
14515,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,ON BOARD SONOMA,CARD; ILLUS; COL; 5.5X8;5;,,COMPANY SEAL AT TOP;,1901-2073,,,1901-07-31,Oceanic Steamship Company,,,,complete,2,34
14516,,NIPPON YUSEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD SS KOBE MARU,BROADSHEET; COL; ILLUS; 10.25 X 9.5;,DAILY MENU;,HANDWRITTEN; COLOR ILLUSTRAION OF CHILDREN CARRYING LANTERNS AND LARGE DRUM;  MAP OF STEAMSHIP ROUTES ON BACK;,1900-4399,,,1900-09-18,Nippon Yusen Kaisha,,,,complete,2,17
14525,,OCEANIC STEAMSHIP COMPANY,BREAKFAST,COMMERCIAL,SS SONOMA,CARD;ILLUS;COL;5.5X7;,DAILY;,FLAG;,1901-1307,,,1901-05-15,Oceanic Steamship Company,,,,complete,2,25
14526,,OCEANIC STEAMSHIP COMPANY,LUNCH,COMMERCIAL,SS SONOMA,CARD;ILLUS;COL;5.5X7;,DAILY;,FLAG;,1901-1308,,,1901-05-15,Oceanic Steamship Company,,,,complete,2,34
14527,,OCEANIC STEAMSHIP COMPANY,LUNCH SECOND CABIN,COMMERCIAL,SS SONOMA,BROADSIDE;ILLUS;COL;5.5X7;,DAILY;,FLAG;,1901-1309,,,1901-05-15,Oceanic Steamship Company,,,,complete,2,32
14528,,OCEANIC STEAMSHIP COMPANY,DINNER - SECOND CABIN,COMMERCIAL,SS SONOMA,BROADSIDE;ILLUS;COL;5.5X7;,DAILY;,FLAG;,1901-1310,,,1901-05-15,Oceanic Steamship Company,,,,complete,2,28
14529,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,SS SONOMA,CARD;ILLUS;COL;5.5X8.5;,DAILY;,FLAG;,1901-1311,,,1901-05-15,Oceanic Steamship Company,,,,complete,2,36
14530,,OCEANIC STEAMSHIP COMPANY,BREAKFAST,COMMERCIAL,SS SONOMA,CARD;ILLUS;COL;5.5X7;,DAILY;,FLAG;,1901-1316,,,1901-05-16,Oceanic Steamship Company,,,,complete,2,29
14531,,OCEANIC STEAMSHIP COMPANY,LUNCH,COMMERCIAL,SS SONOMA,CARD;ILLUS;COL;5.5X7;,DAILY;,FLAG;,1901-1317,,,1901-05-16,Oceanic Steamship Company,,,,complete,2,32
14532,,OCEANIC STEAMSHIP COMPANY,LUNCH SECOND CABIN,COMMERCIAL,SS SONOMA,BROADSIDE;ILLUS;COL;5.5X7;,DAILY;,FLAG;,1901-1318,,,1901-05-16,Oceanic Steamship Company,,,,complete,2,31
14533,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,SS SONOMA,CARD;ILLUS;COL;5.5X8.5;,DAILY;,FLAG;,1901-1319,,,1901-05-16,Oceanic Steamship Company,,,,complete,2,36
14637,,,,UNKNOWN,,,,,,,,1900-02-28,Cunard Line,,Dollars,$,complete,2,109
14665,,,,UNKNOWN,,,,,,,,1900-08-22,Nippon Yusen Kaisha,,,,complete,2,13
14666,,,,UNKNOWN,,,,,,,,1900-08-22,Nippon Yusen Kaisha,,,,complete,2,19
14670,,,,UNKNOWN,,,,,,,,1900-11-02,Toyo Kisen Kaisha,,,,complete,2,44
14680,,,,UNKNOWN,,,,,,,,1900-05-15,Pacific Mail Steamship Company,,,,complete,2,20
14681,,,,UNKNOWN,,,,,,,,1900-05-15,Pacific Mail Steamship Company,,,,complete,2,21
14682,,,,UNKNOWN,,,,,,,,1900-05-15,Pacific Mail Steamship Company,,,,complete,4,26
14696,,,,UNKNOWN,,,,,,,,1900-02-21,Cunard Line,,,,complete,2,92
14724,,,,UNKNOWN,,,,,,,,1900-02-28,Red Star Line,,,,complete,2,16
14726,,,,UNKNOWN,,,,,,,,1900-02-27,Cunard Line,,Shillings,s,complete,2,110
14733,,,,UNKNOWN,,,,,,,,1900-02-12,Cunard Line,,Shillings,s,complete,2,96
14745,,,,UNKNOWN,,,,,,,,1900-02-13,Pennsylvania Railroad,,,,complete,2,27
14764,,,,UNKNOWN,,,,,,,,1900-04-07,Cunard Line,,Dollars,$,complete,2,96
14842,,,,UNKNOWN,,,,,,,,1900-02-21,Red Star Line,,,,complete,2,20
14843,,,,UNKNOWN,,,,,,,,1900-02-21,Red Star Line,,,,complete,2,32
14846,,,,UNKNOWN,,,,,,,,1900-02-18,Red Star Line,,,,complete,2,16
14847,,,,UNKNOWN,,,,,,,,1900-02-18,Red Star Line,,,,complete,2,16
14848,,,,UNKNOWN,,,,,,,,1900-02-18,Red Star Line,,Francs,FF,complete,2,57
14863,,,,UNKNOWN,,,,,,,,1900-02-13,Red Star Line,,,,complete,2,22
14886,,,,UNKNOWN,,,,,,,,1900-02-22,Hamburg Amerika Linie,,,,complete,4,28
14937,,,,UNKNOWN,,,,,,,,1900-03-15,Tampa Bay Hotel,,,,complete,2,49
14947,,,,UNKNOWN,,,,,,,,1900-02-15,Pennsylvania Railroad,,,,complete,2,26
14950,,,,UNKNOWN,,,,,,,,1900-02-15,Red Star Line,,Francs,FF,complete,2,61
14961,,,,UNKNOWN,,,,,,,,1900-05-03,Pacific Mail Steamship Company,,,,complete,4,27
14968,,,,UNKNOWN,,,,,,,,1900-05-04,Pacific Mail Steamship Company,,,,complete,2,16
14969,,,,UNKNOWN,,,,,,,,1900-05-04,Pacific Mail Steamship Company,,,,complete,4,31
14979,,,,UNKNOWN,,,,,,,,1900-03-03,Cunard Line,,,,complete,2,92
14983,,,,UNKNOWN,,,,,,,,1900-03-04,Cunard Line,,,,complete,2,101
14984,,,,UNKNOWN,,,,,,,,1900-03-04,Cunard Line,,,,complete,2,83
15006,,,,UNKNOWN,,,,,,,,1900-02-23,Cunard Line,,,,complete,2,100
15035,,,,UNKNOWN,,,,,,,,1900-02-25,Red Star Line,,,,complete,2,31
15037,,,,UNKNOWN,,,,,,,,1900-02-25,Cunard Line,,,,complete,2,115
15038,,,,UNKNOWN,,,,,,,,1900-02-25,Red Star Line,,,,complete,4,25
15039,,,,UNKNOWN,,,,,,,,1900-02-25,Red Star Line,,,,complete,2,19
15040,,,,UNKNOWN,,,,,,,,1900-02-25,Red Star Line,,,,complete,2,22
15048,,,,UNKNOWN,,,,,,,,1900-05-08,Pacific Mail Steamship Company,,,,complete,4,21
15051,,,,UNKNOWN,,,,,,,,1900-05-08,Pennsylvania Railroad,,,,complete,2,39
15052,,,,UNKNOWN,,,,,,,,1900-05-08,Pennsylvania Railroad,,,,complete,2,22
15053,,,,UNKNOWN,,,,,,,,1900-05-08,Pacific Mail Steamship Company,,,,complete,2,19
15064,,,,UNKNOWN,,,,,,,,1900-03-06,Red Star Line,,,,complete,2,16
15068,,,,UNKNOWN,,,,,,,,1900-03-07,Tampa Bay Hotel,,,,complete,2,49
15218,,,,UNKNOWN,,,,,,,,1900-10-15,Nippon Yusen Kaisha,,,,complete,2,16
15223,,,,UNKNOWN,,,,,,,,1901-08-03,Oceanic Steamship Co.,,,,complete,2,32
15229,,,,UNKNOWN,,,,,,,,1901-06-21,Oceanic Steamship Company,,,,complete,2,20
15274,,,,UNKNOWN,,,,,,,,1900-09-14,Nippon Yusen Kaisha,,,,complete,2,21
15367,,,,UNKNOWN,,,,,,,,1900-08-02,Nippon Yusen Kaisha,,,,complete,2,14
15370,,,,UNKNOWN,,,,,,,,1901-06-07,Oceanic Steamship Company,,,,complete,2,21
15371,,,,UNKNOWN,,,,,,,,1901-06-07,Oceanic Steamship Company,,,,complete,4,37
15372,,,,UNKNOWN,,,,,,,,1901-06-07,Oceanic Steamship Company,,,,complete,2,22
15373,,,,UNKNOWN,,,,,,,,1901-06-07,Oceanic Steamship Company,,,,complete,2,28
15374,,,,UNKNOWN,,,,,,,,1901-06-07,Oceanic Steamship Company,,,,complete,2,36
15385,,,,UNKNOWN,,,,,,,,1900-05-20,Pacific Mail Steamship Company,,,,complete,4,17
15420,,,,UNKNOWN,,,,,,,,1900-08-26,Nippon Yusen Kaisha,,,,complete,2,12
15423,,,,UNKNOWN,,,,,,,,1900-08-27,Nippon Yusen Kaisha,,,,complete,2,16
15449,,,,UNKNOWN,,,,,,,,1900-09-16,Nippon Yusen Kaisha,,,,complete,2,16
15450,,,,UNKNOWN,,,,,,,,1900-09-16,Nippon Yusen Kaisha,,,,complete,2,18
15451,,,,UNKNOWN,,,,,,,,1900-09-16,Nippon Yusen Kaisha,,,,complete,2,14
15462,,,,UNKNOWN,,,,,,,,1900-08-28,Nippon Yusen Kaisha,,,,complete,2,18
15463,,,,UNKNOWN,,,,,,,,1900-08-28,Nippon Yusen Kaisha,,,,complete,2,14
15464,,,,UNKNOWN,,,,,,,,1900-08-28,Nippon Yusen Kaisha,,,,complete,2,15
15465,,,,UNKNOWN,,,,,,,,1900-08-29,Toyo Kisen Kaisha,,,,complete,2,25
15466,,,,UNKNOWN,,,,,,,,1900-08-29,Toyo Kisen Kaisha,,,,complete,2,34
15467,,,,UNKNOWN,,,,,,,,1900-08-29,Nippon Yusen Kaisha,,,,complete,2,13
15477,,,,UNKNOWN,,,,,,,,1900-09-16,Nippon Yusen Kaisha,,,,complete,2,21
15479,,,,UNKNOWN,,,,,,,,1900-09-17,Nippon Yusen Kaisha,,,,complete,2,21
